Periodo,Grupo,Categoria,Actividad,Sexo,hh:mm,L.i.,L.s.,cve %
2020-09_2021-08,Regiones,Central,Vida social,Mujer,2:02,1:59,2:05,1.3
2020-09_2021-08,Regiones,Central,"Vida cultural, aficiones o deporte",Total,1:34,1:32,1:36,1.2
2020-09_2021-08,Regiones,Central,"Vida cultural, aficiones o deporte",Hombre,1:42,1:39,1:44,1.4
2020-09_2021-08,Regiones,Central,"Vida cultural, aficiones o deporte",Mujer,1:25,1:22,1:28,1.6
2020-09_2021-08,Regiones,Central,Uso de medios de comunicación,Total,4:23:00,4:19:00,4:27:00,0.74488503
2020-09_2021-08,Regiones,Central,Uso de medios de comunicación,Hombre,4:30:00,4:26:00,4:35:00,0.85660702
2020-09_2021-08,Regiones,Central,Uso de medios de comunicación,Mujer,4:16:00,4:12:00,4:21:00,0.82581327
2020-09_2021-08,Regiones,Central,Actividades de cuidado personal,Total,10:26:00,10:23:00,10:30:00,0.29787341
2020-09_2021-08,Regiones,Central,Actividades de cuidado personal,Hombre,10:21:00,10:16:00,10:25:00,0.34593191512984095
2020-09_2021-08,Regiones,Central,Actividades de cuidado personal,Mujer,10:58:00,10:54:00,11:03:00,0.3664224379323781
2020-09_2021-08,Regiones,Central,Vida religiosa,Total,0:44:00,0:42:00,0:46:00,1.8683782
2020-09_2021-08,Regiones,Central,Vida religiosa,Hombre,0:40:00,0:38:00,0:42:00,2.6072992
2020-09_2021-08,Regiones,Central,Vida religiosa,Mujer,0:46:00,0:44:00,0:48:00,1.8994693
2020-09_2021-08,Regiones,Central,Actividades conexas a las actividades personales,Total,1:31,1:22,1:39,5.0
2020-09_2021-08,Regiones,Central,Actividades conexas a las actividades personales,Hombre,1:26,1:15,1:37,6.6
2020-09_2021-08,Regiones,Central,Actividades conexas a las actividades personales,Mujer,1:34,1:22,1:45,6.2
2020-09_2021-08,Regiones,Oriental,Actividades personales,Total,15:58,15:46,16:10,0.6
2020-09_2021-08,Regiones,Oriental,Actividades personales,Hombre,16:02,15:49,16:15,0.7
2020-09_2021-08,Regiones,Oriental,Actividades personales,Mujer,15:54,15:41,16:06,0.7
2020-09_2021-08,Regiones,Oriental,Educación y formación,Total,4:59:00,4:47:00,5:10:00,1.9531173
2020-09_2021-08,Regiones,Oriental,Educación y formación,Hombre,4:54:00,4:38:00,5:09:00,2.7118871
2020-09_2021-08,Regiones,Oriental,Educación y formación,Mujer,5:04:00,4:50:00,5:18:00,2.3811825
2020-09_2021-08,Regiones,Oriental,Vida social,Total,2:09,2:05,2:14,1.7
2020-09_2021-08,Regiones,Oriental,Vida social,Hombre,2:11,2:06,2:16,2.0
2020-09_2021-08,Regiones,Oriental,Vida social,Mujer,2:07,2:02,2:12,2.0
2020-09_2021-08,Regiones,Oriental,"Vida cultural, aficiones o deporte",Total,1:28,1:25,1:31,1.8
2020-09_2021-08,Regiones,Oriental,"Vida cultural, aficiones o deporte",Hombre,1:37,1:33,1:41,2.1
2020-09_2021-08,Regiones,Oriental,"Vida cultural, aficiones o deporte",Mujer,1:17,1:13,1:21,2.6
2020-09_2021-08,Regiones,Oriental,Uso de medios de comunicación,Total,3:54:00,3:48:00,4:01:00,1.380909
2020-09_2021-08,Regiones,Oriental,Uso de medios de comunicación,Hombre,3:58:00,3:51:00,4:05:00,1.4361957
2020-09_2021-08,Regiones,Oriental,Uso de medios de comunicación,Mujer,3:51:00,3:44:00,3:58:00,1.5654218
2020-09_2021-08,Regiones,Oriental,Actividades de cuidado personal,Total,10:12:00,10:06:00,10:19:00,0.54260852
2020-09_2021-08,Regiones,Oriental,Actividades de cuidado personal,Hombre,10:09:00,10:01:00,10:16:00,0.6252766196679502
2020-09_2021-08,Regiones,Oriental,Actividades de cuidado personal,Mujer,10:32:00,10:28:00,10:35:00,0.307932363067047
2020-09_2021-08,Regiones,Oriental,Vida religiosa,Total,0:37:00,0:36:00,0:39:00,2.2609964
2020-09_2021-08,Regiones,Oriental,Vida religiosa,Hombre,0:31:00,0:29:00,0:33:00,3.4608098
2020-09_2021-08,Regiones,Oriental,Vida religiosa,Mujer,0:41:00,0:39:00,0:43:00,2.1707861
2020-09_2021-08,Regiones,Oriental,Actividades conexas a las actividades personales,Total,1:35,1:12,1:57,12.3
2020-09_2021-08,Regiones,Oriental,Actividades conexas a las actividades personales,Hombre,1:38,0:59,2:17,20.2
2020-09_2021-08,Regiones,Oriental,Actividades conexas a las actividades personales,Mujer,1:32,1:13,1:51,10.6
2020-09_2021-08,Regiones,Pacífica,Actividades personales,Total,16:08,15:57,16:18,0.6
2020-09_2021-08,Regiones,Pacífica,Actividades personales,Hombre,16:22,16:10,16:35,0.6
2020-09_2021-08,Regiones,Pacífica,Actividades personales,Mujer,15:55,15:44,16:05,0.6
2020-09_2021-08,Regiones,Pacífica,Educación y formación,Total,4:58:00,4:47:00,5:10:00,1.9861689
2020-09_2021-08,Regiones,Pacífica,Educación y formación,Hombre,5:01:00,4:48:00,5:14:00,2.2049706
2020-09_2021-08,Regiones,Pacífica,Educación y formación,Mujer,4:55:00,4:40:00,5:11:00,2.7021473
2020-09_2021-08,Regiones,Pacífica,Vida social,Total,1:53,1:50,1:56,1.5
2020-09_2021-08,Regiones,Pacífica,Vida social,Hombre,1:56,1:52,2:00,1.8
2020-09_2021-08,Regiones,Pacífica,Vida social,Mujer,1:50,1:47,1:53,1.5
2020-09_2021-08,Regiones,Pacífica,"Vida cultural, aficiones o deporte",Total,1:33,1:30,1:36,1.7
2020-09_2021-08,Regiones,Pacífica,"Vida cultural, aficiones o deporte",Hombre,1:42,1:39,1:46,1.8
2020-09_2021-08,Regiones,Pacífica,"Vida cultural, aficiones o deporte",Mujer,1:20,1:16,1:24,2.5
2020-09_2021-08,Regiones,Pacífica,Uso de medios de comunicación,Total,3:38:00,3:34:00,3:43:00,1.0778446
2020-09_2021-08,Regiones,Pacífica,Uso de medios de comunicación,Hombre,3:44:00,3:39:00,3:50:00,1.3157809
2020-09_2021-08,Regiones,Pacífica,Uso de medios de comunicación,Mujer,3:33:00,3:28:00,3:38:00,1.1404351
2020-09_2021-08,Regiones,Pacífica,Actividades de cuidado personal,Total,10:18:00,10:12:00,10:23:00,0.48963282
2020-09_2021-08,Regiones,Pacífica,Actividades de cuidado personal,Hombre,10:15:00,10:08:00,10:21:00,0.5394915287667322
2020-09_2021-08,Regiones,Pacífica,Actividades de cuidado personal,Mujer,10:16:00,10:09:00,10:22:00,0.559148246747811
2020-09_2021-08,Regiones,Pacífica,Vida religiosa,Total,0:38:00,0:37:00,0:40:00,2.2757694
2020-09_2021-08,Regiones,Pacífica,Vida religiosa,Hombre,0:34:00,0:32:00,0:37:00,3.4805471
2020-09_2021-08,Regiones,Pacífica,Vida religiosa,Mujer,0:40:00,0:39:00,0:42:00,2.3519708
2020-09_2021-08,Regiones,Pacífica,Actividades conexas a las actividades personales,Total,1:08,0:59,1:16,6.2
2020-09_2021-08,Regiones,Pacífica,Actividades conexas a las actividades personales,Hombre,1:05,0:54,1:17,8.8
2020-09_2021-08,Regiones,Pacífica,Actividades conexas a las actividades personales,Mujer,1:10,1:00,1:19,6.9
2020-09_2021-08,Regiones,Bogotá,Actividades personales,Total,15:55,15:45,16:05,0.5
2020-09_2021-08,Regiones,Bogotá,Actividades personales,Hombre,16:03,15:52,16:13,0.6
2020-09_2021-08,Regiones,Bogotá,Actividades personales,Mujer,15:48,15:38,15:59,0.6
2020-09_2021-08,Regiones,Bogotá,Educación y formación,Total,4:47:00,4:37:00,4:58:00,1.8321008
2020-09_2021-08,Regiones,Bogotá,Educación y formación,Hombre,4:43:00,4:30:00,4:57:00,2.4115289
2020-09_2021-08,Regiones,Bogotá,Educación y formación,Mujer,4:51:00,4:40:00,5:03:00,2.0822267
2020-09_2021-08,Regiones,Bogotá,Vida social,Total,1:34,1:30,1:37,1.8
2020-09_2021-08,Regiones,Bogotá,Vida social,Hombre,1:37,1:33,1:41,2.0
2020-09_2021-08,Regiones,Bogotá,Vida social,Mujer,1:31,1:28,1:34,1.8
2020-09_2021-08,Regiones,Bogotá,"Vida cultural, aficiones o deporte",Total,1:16,1:14,1:19,1.5
2020-09_2021-08,Regiones,Bogotá,"Vida cultural, aficiones o deporte",Hombre,1:25,1:22,1:28,1.8
2020-09_2021-08,Regiones,Bogotá,"Vida cultural, aficiones o deporte",Mujer,1:07,1:05,1:09,1.8
2020-09_2021-08,Regiones,Bogotá,Uso de medios de comunicación,Total,4:30:00,4:24:00,4:35:00,1.0692664
2020-09_2021-08,Regiones,Bogotá,Uso de medios de comunicación,Hombre,4:37:00,4:30:00,4:43:00,1.1708655
2020-09_2021-08,Regiones,Bogotá,Uso de medios de comunicación,Mujer,4:23:00,4:17:00,4:29:00,1.1345034
2020-09_2021-08,Regiones,Bogotá,Actividades de cuidado personal,Total,9:33:00,9:27:00,9:39:00,0.53420569
2020-09_2021-08,Regiones,Bogotá,Actividades de cuidado personal,Hombre,9:28:00,9:22:00,9:35:00,0.5777369500846644
2020-09_2021-08,Regiones,Bogotá,Actividades de cuidado personal,Mujer,10:20:00,10:14:00,10:27:00,0.5295343260649299
2020-09_2021-08,Regiones,Bogotá,Vida religiosa,Total,0:34:00,0:32:00,0:35:00,2.5369792
2020-09_2021-08,Regiones,Bogotá,Vida religiosa,Hombre,0:29:00,0:27:00,0:31:00,3.4949797
2020-09_2021-08,Regiones,Bogotá,Vida religiosa,Mujer,0:36:00,0:34:00,0:38:00,2.8749416
2020-09_2021-08,Regiones,Bogotá,Actividades conexas a las actividades personales,Total,1:14,1:03,1:24,7.3
2020-09_2021-08,Regiones,Bogotá,Actividades conexas a las actividades personales,Hombre,1:17,1:00,1:33,10.8
2020-09_2021-08,Regiones,Bogotá,Actividades conexas a las actividades personales,Mujer,1:11,0:57,1:24,9.5
2020-09_2021-08,Regiones,San Andrés,Actividades personales,Total,16:56,16:46,17:07,0.5
2020-09_2021-08,Regiones,San Andrés,Actividades personales,Hombre,17:11,16:56,17:25,0.7
2020-09_2021-08,Regiones,San Andrés,Actividades personales,Mujer,16:44,16:31,16:57,0.7
2020-09_2021-08,Regiones,San Andrés,Educación y formación,Total,4:32:00,4:19:00,4:46:00,2.5254806
2020-09_2021-08,Regiones,San Andrés,Educación y formación,Hombre,4:26:00,4:09:00,4:42:00,3.1523756
2020-09_2021-08,Regiones,San Andrés,Educación y formación,Mujer,4:38:00,4:20:00,4:56:00,3.3721399
2020-09_2021-08,Regiones,San Andrés,Vida social,Total,2:00,1:55,2:05,2.1
2020-09_2021-08,Regiones,San Andrés,Vida social,Hombre,2:09,2:02,2:15,2.6
2020-09_2021-08,Regiones,San Andrés,Vida social,Mujer,1:51,1:47,1:56,2.0
2020-09_2021-08,Regiones,San Andrés,"Vida cultural, aficiones o deporte",Total,1:44,1:39,1:49,2.5
2020-09_2021-08,Regiones,San Andrés,"Vida cultural, aficiones o deporte",Hombre,1:48,1:41,1:56,3.5
2020-09_2021-08,Regiones,San Andrés,"Vida cultural, aficiones o deporte",Mujer,1:38,1:32,1:45,3.3
2020-09_2021-08,Regiones,San Andrés,Uso de medios de comunicación,Total,3:22:00,3:14:00,3:29:00,1.9313958
2020-09_2021-08,Regiones,San Andrés,Uso de medios de comunicación,Hombre,3:31:00,3:22:00,3:39:00,2.050187
2020-09_2021-08,Regiones,San Andrés,Uso de medios de comunicación,Mujer,3:13:00,3:04:00,3:22:00,2.4357643
2020-09_2021-08,Regiones,San Andrés,Actividades de cuidado personal,Total,11:01:00,10:53:00,11:08:00,0.57604043
2020-09_2021-08,Regiones,San Andrés,Actividades de cuidado personal,Hombre,10:55:00,10:45:00,11:04:00,0.729002532524396
2020-09_2021-08,Regiones,San Andrés,Actividades de cuidado personal,Mujer,9:38:00,9:31:00,9:44:00,0.5482219734570655
2020-09_2021-08,Regiones,San Andrés,Vida religiosa,Total,1:01:00,0:58:00,1:05:00,2.970049
2020-09_2021-08,Regiones,San Andrés,Vida religiosa,Hombre,0:56:00,0:52:00,1:00:00,3.6993332
2020-09_2021-08,Regiones,San Andrés,Vida religiosa,Mujer,1:04:00,1:00:00,1:08:00,3.2855214
2020-09_2021-08,Regiones,San Andrés,Actividades conexas a las actividades personales,Total,1:03,0:53,1:14,8.5
2020-09_2021-08,Regiones,San Andrés,Actividades conexas a las actividades personales,Hombre,1:08,0:50,1:26,13.9
2020-09_2021-08,Regiones,San Andrés,Actividades conexas a las actividades personales,Mujer,0:59,0:51,1:08,7.5
2020-09_2021-08,Grupos de edad,De 10 a 17 años,Actividades personales,Total,20:31,20:23,20:39,0.3
2020-09_2021-08,Grupos de edad,De 10 a 17 años,Actividades personales,Hombre,20:34,20:24,20:44,0.4
2020-09_2021-08,Grupos de edad,De 10 a 17 años,Actividades personales,Mujer,20:28,20:18,20:37,0.4
2020-09_2021-08,Grupos de edad,De 10 a 17 años,Educación y formación,Total,4:52:00,4:46:00,4:57:00,0.96899062
2020-09_2021-08,Grupos de edad,De 10 a 17 años,Educación y formación,Hombre,4:47:00,4:40:00,4:54:00,1.2207859
2020-09_2021-08,Grupos de edad,De 10 a 17 años,Educación y formación,Mujer,4:57:00,4:50:00,5:03:00,1.1823722
2020-09_2021-08,Grupos de edad,De 10 a 17 años,Vida social,Total,2:05,2:02,2:08,1.1
2020-09_2021-08,Grupos de edad,De 10 a 17 años,Vida social,Hombre,2:08,2:04,2:11,1.4
2020-09_2021-08,Grupos de edad,De 10 a 17 años,Vida social,Mujer,2:02,1:59,2:05,1.3
2020-09_2021-08,Grupos de edad,De 10 a 17 años,"Vida cultural, aficiones o deporte",Total,1:59,1:56,2:02,1.3
2020-09_2021-08,Grupos de edad,De 10 a 17 años,"Vida cultural, aficiones o deporte",Hombre,2:07,2:04,2:11,1.5
2020-09_2021-08,Grupos de edad,De 10 a 17 años,"Vida cultural, aficiones o deporte",Mujer,1:45,1:41,1:49,2.0
2020-09_2021-08,Grupos de edad,De 10 a 17 años,Uso de medios de comunicación,Total,4:39:00,4:35:00,4:44:00,0.77985635
2020-09_2021-08,Grupos de edad,De 10 a 17 años,Uso de medios de comunicación,Hombre,4:41:00,4:36:00,4:47:00,0.95102931
2020-09_2021-08,Grupos de edad,De 10 a 17 años,Uso de medios de comunicación,Mujer,4:37:00,4:32:00,4:42:00,0.9399309
2020-09_2021-08,Grupos de edad,De 10 a 17 años,Actividades de cuidado personal,Total,11:12:00,11:08:00,11:16:00,0.30520536
2020-09_2021-08,Grupos de edad,De 10 a 17 años,Actividades de cuidado personal,Hombre,11:04:00,11:00:00,11:09:00,0.37871857348306254
2020-09_2021-08,Grupos de edad,De 10 a 17 años,Actividades de cuidado personal,Mujer,11:21:00,11:16:00,11:25:00,0.361954219471367
2020-09_2021-08,Grupos de edad,De 10 a 17 años,Vida religiosa,Total,0:34:00,0:32:00,0:37:00,4.0094328
2020-09_2021-08,Grupos de edad,De 10 a 17 años,Vida religiosa,Hombre,0:31:00,0:28:00,0:35:00,5.6372808
2020-09_2021-08,Grupos de edad,De 10 a 17 años,Vida religiosa,Mujer,0:36:00,0:33:00,0:40:00,4.3654798
2020-09_2021-08,Grupos de edad,De 10 a 17 años,Actividades conexas a las actividades personales,Total,0:53,0:46,1:00,6.7
2020-09_2021-08,Grupos de edad,De 10 a 17 años,Actividades conexas a las actividades personales,Hombre,0:53,0:43,1:02,9.2
2020-09_2021-08,Grupos de edad,De 10 a 17 años,Actividades conexas a las actividades personales,Mujer,0:54,0:45,1:04,8.9
2020-09_2021-08,Grupos de edad,De 18 a 29 años,Actividades personales,Total,16:51,16:45,16:57,0.3
2020-09_2021-08,Grupos de edad,De 18 a 29 años,Actividades personales,Hombre,17:06,16:58,17:13,0.4
2020-09_2021-08,Grupos de edad,De 18 a 29 años,Actividades personales,Mujer,16:37,16:30,16:44,0.4
2020-09_2021-08,Grupos de edad,De 18 a 29 años,Educación y formación,Total,5:15:00,5:08:00,5:22:00,1.1291673
2020-09_2021-08,Grupos de edad,De 18 a 29 años,Educación y formación,Hombre,5:18:00,5:08:00,5:28:00,1.5834416
2020-09_2021-08,Grupos de edad,De 18 a 29 años,Educación y formación,Mujer,5:12:00,5:03:00,5:21:00,1.4606911
2020-09_2021-08,Grupos de edad,De 18 a 29 años,Vida social,Total,2:02,2:00,2:04,0.9
2020-09_2021-08,Grupos de edad,De 18 a 29 años,Vida social,Hombre,2:06,2:03,2:09,1.2
2020-09_2021-08,Grupos de edad,De 18 a 29 años,Vida social,Mujer,1:57,1:55,2:00,1.1
2020-09_2021-08,Grupos de edad,De 18 a 29 años,"Vida cultural, aficiones o deporte",Total,1:37,1:35,1:39,1.1
2020-09_2021-08,Grupos de edad,De 18 a 29 años,"Vida cultural, aficiones o deporte",Hombre,1:46,1:43,1:49,1.5
2020-09_2021-08,Grupos de edad,De 18 a 29 años,"Vida cultural, aficiones o deporte",Mujer,1:24,1:21,1:26,1.6
2020-09_2021-08,Grupos de edad,De 18 a 29 años,Uso de medios de comunicación,Total,4:18:00,4:15:00,4:21:00,0.65210454
2020-09_2021-08,Grupos de edad,De 18 a 29 años,Uso de medios de comunicación,Hombre,4:26:00,4:22:00,4:30:00,0.79744753
2020-09_2021-08,Grupos de edad,De 18 a 29 años,Uso de medios de comunicación,Mujer,4:10:00,4:06:00,4:14:00,0.80613322
2020-09_2021-08,Grupos de edad,De 18 a 29 años,Actividades de cuidado personal,Total,10:15:00,10:12:00,10:17:00,0.22742914
2020-09_2021-08,Grupos de edad,De 18 a 29 años,Actividades de cuidado personal,Hombre,10:09:00,10:05:00,10:12:00,0.2889472981130075
2020-09_2021-08,Grupos de edad,De 18 a 29 años,Actividades de cuidado personal,Mujer,10:20:00,10:17:00,10:24:00,0.2717515590767263
2020-09_2021-08,Grupos de edad,De 18 a 29 años,Vida religiosa,Total,0:29:00,0:28:00,0:30:00,2.1829801
2020-09_2021-08,Grupos de edad,De 18 a 29 años,Vida religiosa,Hombre,0:29:00,0:27:00,0:31:00,3.4837538
2020-09_2021-08,Grupos de edad,De 18 a 29 años,Vida religiosa,Mujer,0:29:00,0:28:00,0:31:00,2.4188663
2020-09_2021-08,Grupos de edad,De 18 a 29 años,Actividades conexas a las actividades personales,Total,1:26,1:15,1:36,6.1
2020-09_2021-08,Grupos de edad,De 18 a 29 años,Actividades conexas a las actividades personales,Hombre,1:23,1:10,1:37,8.4
2020-09_2021-08,Grupos de edad,De 18 a 29 años,Actividades conexas a las actividades personales,Mujer,1:27,1:14,1:41,8.0
2020-09_2021-08,Grupos de edad,De 30 a 39 años,Actividades personales,Total,14:55,14:49,15:01,0.3
2020-09_2021-08,Grupos de edad,De 30 a 39 años,Actividades personales,Hombre,15:00,14:52,15:08,0.4
2020-09_2021-08,Grupos de edad,De 30 a 39 años,Actividades personales,Mujer,14:51,14:44,14:57,0.4
2020-09_2021-08,Grupos de edad,De 30 a 39 años,Educación y formación,Total,4:09:00,3:52:00,4:25:00,3.3511102
2020-09_2021-08,Grupos de edad,De 30 a 39 años,Educación y formación,Hombre,4:01:00,3:37:00,4:25:00,5.1257018
2020-09_2021-08,Grupos de edad,De 30 a 39 años,Educación y formación,Mujer,4:15:00,3:54:00,4:36:00,4.1978087
2020-09_2021-08,Grupos de edad,De 30 a 39 años,Vida social,Total,1:51,1:48,1:53,1.0
2020-09_2021-08,Grupos de edad,De 30 a 39 años,Vida social,Hombre,1:55,1:52,1:58,1.3
2020-09_2021-08,Grupos de edad,De 30 a 39 años,Vida social,Mujer,1:46,1:44,1:49,1.2
2020-09_2021-08,Grupos de edad,De 30 a 39 años,"Vida cultural, aficiones o deporte",Total,1:24,1:22,1:26,1.3
2020-09_2021-08,Grupos de edad,De 30 a 39 años,"Vida cultural, aficiones o deporte",Hombre,1:31,1:28,1:34,1.7
2020-09_2021-08,Grupos de edad,De 30 a 39 años,"Vida cultural, aficiones o deporte",Mujer,1:17,1:14,1:20,1.9
2020-09_2021-08,Grupos de edad,De 30 a 39 años,Uso de medios de comunicación,Total,3:47:00,3:43:00,3:50:00,0.75161696
2020-09_2021-08,Grupos de edad,De 30 a 39 años,Uso de medios de comunicación,Hombre,3:54:00,3:50:00,3:59:00,0.97235242
2020-09_2021-08,Grupos de edad,De 30 a 39 años,Uso de medios de comunicación,Mujer,3:40:00,3:36:00,3:44:00,0.89870601
2020-09_2021-08,Grupos de edad,De 30 a 39 años,Actividades de cuidado personal,Total,9:49:00,9:46:00,9:52:00,0.26522202
2020-09_2021-08,Grupos de edad,De 30 a 39 años,Actividades de cuidado personal,Hombre,9:41:00,9:37:00,9:45:00,0.34809912617716543
2020-09_2021-08,Grupos de edad,De 30 a 39 años,Actividades de cuidado personal,Mujer,9:56:00,9:53:00,10:00:00,0.30352236914408465
2020-09_2021-08,Grupos de edad,De 30 a 39 años,Vida religiosa,Total,0:33:00,0:31:00,0:35:00,2.7388018
2020-09_2021-08,Grupos de edad,De 30 a 39 años,Vida religiosa,Hombre,0:30:00,0:27:00,0:32:00,4.1717717
2020-09_2021-08,Grupos de edad,De 30 a 39 años,Vida religiosa,Mujer,0:35:00,0:33:00,0:36:00,2.8889435
2020-09_2021-08,Grupos de edad,De 30 a 39 años,Actividades conexas a las actividades personales,Total,1:39,1:20,1:57,9.5
2020-09_2021-08,Grupos de edad,De 30 a 39 años,Actividades conexas a las actividades personales,Hombre,1:41,1:16,2:05,12.5
2020-09_2021-08,Grupos de edad,De 30 a 39 años,Actividades conexas a las actividades personales,Mujer,1:37,1:15,2:00,12.0
2020-09_2021-08,Grupos de edad,De 40 a 49 años,Actividades personales,Total,14:49,14:43,14:55,0.3
2020-09_2021-08,Grupos de edad,De 40 a 49 años,Actividades personales,Hombre,14:48,14:40,14:56,0.5
2020-09_2021-08,Grupos de edad,De 40 a 49 años,Actividades personales,Mujer,14:50,14:43,14:57,0.4
2020-09_2021-08,Grupos de edad,De 40 a 49 años,Educación y formación,Total,3:38:00,3:10:00,4:06:00,6.5880674
2020-09_2021-08,Grupos de edad,De 40 a 49 años,Educación y formación,Hombre,3:11:00,2:40:00,3:42:00,8.1753533
2020-09_2021-08,Grupos de edad,De 40 a 49 años,Educación y formación,Mujer,3:58:00,3:16:00,4:40:00,9.0154831
2020-09_2021-08,Grupos de edad,De 40 a 49 años,Vida social,Total,1:51,1:49,1:54,1.1
2020-09_2021-08,Grupos de edad,De 40 a 49 años,Vida social,Hombre,1:54,1:50,1:58,1.6
2020-09_2021-08,Grupos de edad,De 40 a 49 años,Vida social,Mujer,1:49,1:46,1:52,1.2
2020-09_2021-08,Grupos de edad,De 40 a 49 años,"Vida cultural, aficiones o deporte",Total,1:18,1:15,1:20,1.7
2020-09_2021-08,Grupos de edad,De 40 a 49 años,"Vida cultural, aficiones o deporte",Hombre,1:24,1:20,1:27,2.1
2020-09_2021-08,Grupos de edad,De 40 a 49 años,"Vida cultural, aficiones o deporte",Mujer,1:12,1:08,1:15,2.4
2020-09_2021-08,Grupos de edad,De 40 a 49 años,Uso de medios de comunicación,Total,3:42:00,3:38:00,3:45:00,0.80514063
2020-09_2021-08,Grupos de edad,De 40 a 49 años,Uso de medios de comunicación,Hombre,3:43:00,3:39:00,3:48:00,1.0002927
2020-09_2021-08,Grupos de edad,De 40 a 49 años,Uso de medios de comunicación,Mujer,3:40:00,3:36:00,3:44:00,0.99684863
2020-09_2021-08,Grupos de edad,De 40 a 49 años,Actividades de cuidado personal,Total,9:48:00,9:44:00,9:51:00,0.28431099
2020-09_2021-08,Grupos de edad,De 40 a 49 años,Actividades de cuidado personal,Hombre,9:42:00,9:38:00,9:47:00,0.3688180315601457
2020-09_2021-08,Grupos de edad,De 40 a 49 años,Actividades de cuidado personal,Mujer,9:52:00,9:49:00,9:56:00,0.31958407341908934
2020-09_2021-08,Grupos de edad,De 40 a 49 años,Vida religiosa,Total,0:36:00,0:35:00,0:38:00,1.7679005
2020-09_2021-08,Grupos de edad,De 40 a 49 años,Vida religiosa,Hombre,0:32:00,0:30:00,0:34:00,3.1793999
2020-09_2021-08,Grupos de edad,De 40 a 49 años,Vida religiosa,Mujer,0:39:00,0:37:00,0:40:00,1.8753503
2020-09_2021-08,Grupos de edad,De 40 a 49 años,Actividades conexas a las actividades personales,Total,1:33,1:17,1:49,8.9
2020-09_2021-08,Grupos de edad,De 40 a 49 años,Actividades conexas a las actividades personales,Hombre,1:42,1:09,2:15,16.7
2020-09_2021-08,Grupos de edad,De 40 a 49 años,Actividades conexas a las actividades personales,Mujer,1:29,1:11,1:47,10.3
2020-09_2021-08,Grupos de edad,De 50 a 59 años,Actividades personales,Total,15:02,14:57,15:08,0.3
2020-09_2021-08,Grupos de edad,De 50 a 59 años,Actividades personales,Hombre,14:57,14:49,15:05,0.4
2020-09_2021-08,Grupos de edad,De 50 a 59 años,Actividades personales,Mujer,15:07,15:00,15:14,0.4
2020-09_2021-08,Grupos de edad,De 50 a 59 años,Educación y formación,Total,3:13:00,2:41:00,3:46:00,8.679679
2020-09_2021-08,Grupos de edad,De 50 a 59 años,Educación y formación,Hombre,3:13:00,2:30:00,3:56:00,11.398508
2020-09_2021-08,Grupos de edad,De 50 a 59 años,Educación y formación,Mujer,3:14:00,2:25:00,4:03:00,12.983715
2020-09_2021-08,Grupos de edad,De 50 a 59 años,Vida social,Total,1:54,1:52,1:56,1.1
2020-09_2021-08,Grupos de edad,De 50 a 59 años,Vida social,Hombre,1:56,1:53,1:59,1.4
2020-09_2021-08,Grupos de edad,De 50 a 59 años,Vida social,Mujer,1:53,1:50,1:56,1.3
2020-09_2021-08,Grupos de edad,De 50 a 59 años,"Vida cultural, aficiones o deporte",Total,1:14,1:12,1:17,1.6
2020-09_2021-08,Grupos de edad,De 50 a 59 años,"Vida cultural, aficiones o deporte",Hombre,1:19,1:16,1:22,2.0
2020-09_2021-08,Grupos de edad,De 50 a 59 años,"Vida cultural, aficiones o deporte",Mujer,1:10,1:07,1:13,2.3
2020-09_2021-08,Grupos de edad,De 50 a 59 años,Uso de medios de comunicación,Total,3:40:00,3:37:00,3:43:00,0.73296325
2020-09_2021-08,Grupos de edad,De 50 a 59 años,Uso de medios de comunicación,Hombre,3:44:00,3:39:00,3:48:00,1.0494543
2020-09_2021-08,Grupos de edad,De 50 a 59 años,Uso de medios de comunicación,Mujer,3:37:00,3:33:00,3:40:00,0.86582473
2020-09_2021-08,Grupos de edad,De 50 a 59 años,Actividades de cuidado personal,Total,9:56:00,9:52:00,9:59:00,0.3034485
2020-09_2021-08,Grupos de edad,De 50 a 59 años,Actividades de cuidado personal,Hombre,9:51:00,9:47:00,9:55:00,0.37369586698084273
2020-09_2021-08,Grupos de edad,De 50 a 59 años,Actividades de cuidado personal,Mujer,10:00:00,9:55:00,10:04:00,0.3618347177051549
2020-09_2021-08,Grupos de edad,De 50 a 59 años,Vida religiosa,Total,0:42:00,0:41:00,0:44:00,1.8246902
2020-09_2021-08,Grupos de edad,De 50 a 59 años,Vida religiosa,Hombre,0:36:00,0:34:00,0:38:00,2.864889
2020-09_2021-08,Grupos de edad,De 50 a 59 años,Vida religiosa,Mujer,0:45:00,0:43:00,0:47:00,2.1499423
2020-09_2021-08,Grupos de edad,De 50 a 59 años,Actividades conexas a las actividades personales,Total,1:50,1:33,2:08,8.1
2020-09_2021-08,Grupos de edad,De 50 a 59 años,Actividades conexas a las actividades personales,Hombre,1:59,1:38,2:21,9.4
2020-09_2021-08,Grupos de edad,De 50 a 59 años,Actividades conexas a las actividades personales,Mujer,1:44,1:20,2:08,11.7
2020-09_2021-08,Grupos de edad,De 60 a 75 años,Actividades personales,Total,15:58,15:52,16:05,0.4
2020-09_2021-08,Grupos de edad,De 60 a 75 años,Actividades personales,Hombre,16:00,15:51,16:08,0.5
2020-09_2021-08,Grupos de edad,De 60 a 75 años,Actividades personales,Mujer,15:57,15:50,16:05,0.4
