Fecha,Departamento,Total_hogares,Suficiencia_ingreso,Hogares,Porcentaje
2024,Sucre,299,No alcanzan para cubrir los gastos mínimos,194,65.01136144
2024,Sucre,299,Alcanzan para cubrir los gastos mínimos,98,32.67711573
2024,Sucre,299,Cubren más que los gastos mínimos,7,2.31152283
2024,Tolima,504,No alcanzan para cubrir los gastos mínimos,188,37.370373
2024,Tolima,504,Alcanzan para cubrir los gastos mínimos,260,51.69079661
2024,Tolima,504,Cubren más que los gastos mínimos,55,10.9388304
2024,Valle,1610,No alcanzan para cubrir los gastos mínimos,518,32.16154508
2024,Valle,1610,Alcanzan para cubrir los gastos mínimos,946,58.74728187
2024,Valle,1610,Cubren más que los gastos mínimos,146,9.09117305
2024,Vaupés,15,No alcanzan para cubrir los gastos mínimos,11,70.0640093
2024,Vaupés,15,Alcanzan para cubrir los gastos mínimos,4,29.30244367
2024,Vaupés,15,Cubren más que los gastos mínimos,0,0.63354703
2024,Vichada,41,No alcanzan para cubrir los gastos mínimos,24,59.06681566
2024,Vichada,41,Alcanzan para cubrir los gastos mínimos,16,40.05806508
2024,Vichada,41,Cubren más que los gastos mínimos,0,0.87511925
2025,Total nacional,18952,No alcanzan para cubrir los gastos mínimos,5941,31.34963459
2025,Total nacional,18952,Alcanzan para cubrir los gastos mínimos,11561,60.99880386
2025,Total nacional,18952,Cubren más que los gastos mínimos,1450,7.65156155
2025,Cabecera,14746,No alcanzan para cubrir los gastos mínimos,3928,26.64072599
2025,Cabecera,14746,Alcanzan para cubrir los gastos mínimos,9481,64.29629511
2025,Cabecera,14746,Cubren más que los gastos mínimos,1336,9.0629789
2025,Centros poblados y rural disperso,4207,No alcanzan para cubrir los gastos mínimos,2013,47.85604435
2025,Centros poblados y rural disperso,4207,Alcanzan para cubrir los gastos mínimos,2080,49.43991698
2025,Centros poblados y rural disperso,4207,Cubren más que los gastos mínimos,114,2.70403867
2025,Amazonas,29,No alcanzan para cubrir los gastos mínimos,8,29.09823526
2025,Amazonas,29,Alcanzan para cubrir los gastos mínimos,18,64.19699671
2025,Amazonas,29,Cubren más que los gastos mínimos,2,6.70476803
2025,Antioquia,2642,No alcanzan para cubrir los gastos mínimos,672,25.44056767
2025,Antioquia,2642,Alcanzan para cubrir los gastos mínimos,1737,65.72679384
2025,Antioquia,2642,Cubren más que los gastos mínimos,233,8.83263849
2025,Arauca,122,No alcanzan para cubrir los gastos mínimos,26,21.39406672
2025,Arauca,122,Alcanzan para cubrir los gastos mínimos,88,72.63381108
2025,Arauca,122,Cubren más que los gastos mínimos,7,5.9721222
2025,Atlántico,838,No alcanzan para cubrir los gastos mínimos,341,40.71359104
2025,Atlántico,838,Alcanzan para cubrir los gastos mínimos,438,52.24321625
2025,Atlántico,838,Cubren más que los gastos mínimos,59,7.04319271
2025,Bogotá D.C.,3178,No alcanzan para cubrir los gastos mínimos,584,18.36838541
2025,Bogotá D.C.,3178,Alcanzan para cubrir los gastos mínimos,2187,68.82461779
2025,Bogotá D.C.,3178,Cubren más que los gastos mínimos,407,12.80699681
2025,Bolívar,728,No alcanzan para cubrir los gastos mínimos,250,34.31671362
2025,Bolívar,728,Alcanzan para cubrir los gastos mínimos,436,59.85265239
2025,Bolívar,728,Cubren más que los gastos mínimos,42,5.83063399
2025,Boyacá,464,No alcanzan para cubrir los gastos mínimos,118,25.50469216
2025,Boyacá,464,Alcanzan para cubrir los gastos mínimos,319,68.84151438
2025,Boyacá,464,Cubren más que los gastos mínimos,26,5.65379346
2025,Caldas,388,No alcanzan para cubrir los gastos mínimos,48,12.37341905
2025,Caldas,388,Alcanzan para cubrir los gastos mínimos,280,72.27323325
2025,Caldas,388,Cubren más que los gastos mínimos,60,15.3533477
2025,Caquetá,157,No alcanzan para cubrir los gastos mínimos,72,45.91769408
2025,Caquetá,157,Alcanzan para cubrir los gastos mínimos,77,49.01395361
2025,Caquetá,157,Cubren más que los gastos mínimos,8,5.06835231
2025,Casanare,169,No alcanzan para cubrir los gastos mínimos,43,25.30203857
2025,Casanare,169,Alcanzan para cubrir los gastos mínimos,120,71.09885294
2025,Casanare,169,Cubren más que los gastos mínimos,6,3.59910849
2025,Cauca,621,No alcanzan para cubrir los gastos mínimos,316,50.98436285
2025,Cauca,621,Alcanzan para cubrir los gastos mínimos,289,46.57308159
2025,Cauca,621,Cubren más que los gastos mínimos,15,2.44255556
2025,Cesar,451,No alcanzan para cubrir los gastos mínimos,222,49.33249829
2025,Cesar,451,Alcanzan para cubrir los gastos mínimos,205,45.51077742
2025,Cesar,451,Cubren más que los gastos mínimos,23,5.15672429
2025,Córdoba,647,No alcanzan para cubrir los gastos mínimos,339,52.3869069
2025,Córdoba,647,Alcanzan para cubrir los gastos mínimos,288,44.52189231
2025,Córdoba,647,Cubren más que los gastos mínimos,20,3.09120079
2025,Cundinamarca,1409,No alcanzan para cubrir los gastos mínimos,317,22.4915323
2025,Cundinamarca,1409,Alcanzan para cubrir los gastos mínimos,1003,71.16758218
2025,Cundinamarca,1409,Cubren más que los gastos mínimos,89,6.34088552
2025,Chocó,190,No alcanzan para cubrir los gastos mínimos,103,54.07742524
2025,Chocó,190,Alcanzan para cubrir los gastos mínimos,83,43.88784332
2025,Chocó,190,Cubren más que los gastos mínimos,4,2.03473143
2025,Guainía,15,No alcanzan para cubrir los gastos mínimos,6,41.76831954
2025,Guainía,15,Alcanzan para cubrir los gastos mínimos,8,52.0948593
2025,Guainía,15,Cubren más que los gastos mínimos,1,6.13682117
2025,Guaviare,32,No alcanzan para cubrir los gastos mínimos,15,45.63222832
2025,Guaviare,32,Alcanzan para cubrir los gastos mínimos,16,50.63476047
2025,Guaviare,32,Cubren más que los gastos mínimos,1,3.73301121
2025,Huila,399,No alcanzan para cubrir los gastos mínimos,202,50.56145299
2025,Huila,399,Alcanzan para cubrir los gastos mínimos,186,46.63900291
2025,Huila,399,Cubren más que los gastos mínimos,11,2.7995441
2025,La Guajira,341,No alcanzan para cubrir los gastos mínimos,250,73.25140243
2025,La Guajira,341,Alcanzan para cubrir los gastos mínimos,87,25.51750394
2025,La Guajira,341,Cubren más que los gastos mínimos,4,1.23109363
2025,Magdalena,452,No alcanzan para cubrir los gastos mínimos,214,47.29825331
2025,Magdalena,452,Alcanzan para cubrir los gastos mínimos,229,50.58843582
2025,Magdalena,452,Cubren más que los gastos mínimos,10,2.11331086
2025,Meta,403,No alcanzan para cubrir los gastos mínimos,107,26.5935605
2025,Meta,403,Alcanzan para cubrir los gastos mínimos,284,70.33620504
2025,Meta,403,Cubren más que los gastos mínimos,12,3.07023447
2025,Nariño,623,No alcanzan para cubrir los gastos mínimos,310,49.7327672
2025,Nariño,623,Alcanzan para cubrir los gastos mínimos,283,45.45043494
2025,Nariño,623,Cubren más que los gastos mínimos,30,4.81679787
2025,Norte de Santander,534,No alcanzan para cubrir los gastos mínimos,213,39.84622979
2025,Norte de Santander,534,Alcanzan para cubrir los gastos mínimos,281,52.6027193
2025,Norte de Santander,534,Cubren más que los gastos mínimos,40,7.55105091
2025,Putumayo,167,No alcanzan para cubrir los gastos mínimos,52,31.19482876
2025,Putumayo,167,Alcanzan para cubrir los gastos mínimos,108,64.89187413
2025,Putumayo,167,Cubren más que los gastos mínimos,7,3.91329712
2025,Quindío,220,No alcanzan para cubrir los gastos mínimos,55,25.24354721
2025,Quindío,220,Alcanzan para cubrir los gastos mínimos,139,63.16836301
2025,Quindío,220,Cubren más que los gastos mínimos,25,11.58808978
2025,Risaralda,365,No alcanzan para cubrir los gastos mínimos,64,17.61996428
2025,Risaralda,365,Alcanzan para cubrir los gastos mínimos,266,72.97189338
2025,Risaralda,365,Cubren más que los gastos mínimos,34,9.40814234
2025,San Andrés,17,No alcanzan para cubrir los gastos mínimos,1,7.30804103
2025,San Andrés,17,Alcanzan para cubrir los gastos mínimos,15,87.54633799
2025,San Andrés,17,Cubren más que los gastos mínimos,1,5.14562097
2025,Santander,839,No alcanzan para cubrir los gastos mínimos,143,17.1041566
2025,Santander,839,Alcanzan para cubrir los gastos mínimos,580,69.10638419
2025,Santander,839,Cubren más que los gastos mínimos,116,13.78945921
2025,Sucre,306,No alcanzan para cubrir los gastos mínimos,191,62.37846621
2025,Sucre,306,Alcanzan para cubrir los gastos mínimos,105,34.25687128
2025,Sucre,306,Cubren más que los gastos mínimos,10,3.36466251
2025,Tolima,512,No alcanzan para cubrir los gastos mínimos,172,33.62778623
2025,Tolima,512,Alcanzan para cubrir los gastos mínimos,288,56.25387294
2025,Tolima,512,Cubren más que los gastos mínimos,52,10.11834083
2025,Valle,1645,No alcanzan para cubrir los gastos mínimos,454,27.58545107
2025,Valle,1645,Alcanzan para cubrir los gastos mínimos,1099,66.81398063
2025,Valle,1645,Cubren más que los gastos mínimos,92,5.6005683
2025,Vaupés,15,No alcanzan para cubrir los gastos mínimos,7,48.73375851
2025,Vaupés,15,Alcanzan para cubrir los gastos mínimos,7,48.12461179
2025,Vaupés,15,Cubren más que los gastos mínimos,0,3.1416297
2025,Vichada,35,No alcanzan para cubrir los gastos mínimos,24,69.42374812
2025,Vichada,35,Alcanzan para cubrir los gastos mínimos,10,29.62389602
2025,Vichada,35,Cubren más que los gastos mínimos,0,0.95235586
