Ambito,Codigo,Tipo,Concepto,Partido,Votos,Porcentaje
CUNDINAMARCA,25,Candidato,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,686,0.04
CUNDINAMARCA,25,Candidato,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,359,0.02
CUNDINAMARCA,25,Escrutinio,Votos en blanco,,29877,1.86
CUNDINAMARCA,25,Escrutinio,Votos nulos,,22430,1.37
CUNDINAMARCA,25,Escrutinio,No marcados,,2093,0.12
CUNDINAMARCA,25,Escrutinio,Abstención,,709771,30.39
GUAINIA,94,Candidato,IVÁN CEPEDA CASTRO,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,6778,56.44
GUAINIA,94,Candidato,ABELARDO DE LA ESPRIELLA,DEFENSORES DE LA PATRIA,3722,30.99
GUAINIA,94,Candidato,PALOMA VALENCIA LASERNA,PARTIDO CENTRO DEMOCRÁTICO,688,5.72
GUAINIA,94,Candidato,SERGIO FAJARDO VALDERRAMA,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,188,1.56
GUAINIA,94,Candidato,RAÚL SANTIAGO BOTERO JARAMILLO,ROMPER EL SISTEMA,134,1.11
GUAINIA,94,Candidato,CLAUDIA LÓPEZ,CON CLAUDIA IMPARABLES,112,0.93
GUAINIA,94,Candidato,MIGUEL URIBE LONDOÑO,PARTIDO DEMÓCRATA COLOMBIANO,44,0.36
GUAINIA,94,Candidato,ÓSCAR MAURICIO LIZCANO ARANGO,COALICIÓN F.A.M.I.L.I.A,31,0.25
GUAINIA,94,Candidato,SONDRA MACOLLINS GARVIN PINTO,"SONDRA MACOLLINS, LA ABOGADA DE HIERRO",21,0.17
GUAINIA,94,Candidato,LUIS GILBERTO MURILLO URRUTIA,LA OPORTUNIDAD ES COLOMBIA,16,0.13
GUAINIA,94,Candidato,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,14,0.11
GUAINIA,94,Candidato,ROY LEONARDO BARRERAS MONTEALEGRE,PARTIDO POLÍTICO LA FUERZA,10,0.08
GUAINIA,94,Candidato,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,4,0.03
GUAINIA,94,Escrutinio,Votos en blanco,,247,2.05
GUAINIA,94,Escrutinio,Votos nulos,,82,0.67
GUAINIA,94,Escrutinio,No marcados,,43,0.35
GUAINIA,94,Escrutinio,Abstención,,24766,67.11
GUAVIARE,95,Candidato,ABELARDO DE LA ESPRIELLA,DEFENSORES DE LA PATRIA,16060,47.13
GUAVIARE,95,Candidato,IVÁN CEPEDA CASTRO,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,12677,37.2
GUAVIARE,95,Candidato,PALOMA VALENCIA LASERNA,PARTIDO CENTRO DEMOCRÁTICO,2016,5.91
GUAVIARE,95,Candidato,SERGIO FAJARDO VALDERRAMA,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,835,2.45
GUAVIARE,95,Candidato,RAÚL SANTIAGO BOTERO JARAMILLO,ROMPER EL SISTEMA,754,2.21
GUAVIARE,95,Candidato,CLAUDIA LÓPEZ,CON CLAUDIA IMPARABLES,298,0.87
GUAVIARE,95,Candidato,ÓSCAR MAURICIO LIZCANO ARANGO,COALICIÓN F.A.M.I.L.I.A,90,0.26
GUAVIARE,95,Candidato,MIGUEL URIBE LONDOÑO,PARTIDO DEMÓCRATA COLOMBIANO,76,0.22
GUAVIARE,95,Candidato,SONDRA MACOLLINS GARVIN PINTO,"SONDRA MACOLLINS, LA ABOGADA DE HIERRO",45,0.13
GUAVIARE,95,Candidato,LUIS GILBERTO MURILLO URRUTIA,LA OPORTUNIDAD ES COLOMBIA,41,0.12
GUAVIARE,95,Candidato,ROY LEONARDO BARRERAS MONTEALEGRE,PARTIDO POLÍTICO LA FUERZA,33,0.09
GUAVIARE,95,Candidato,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,20,0.05
GUAVIARE,95,Candidato,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,16,0.04
GUAVIARE,95,Escrutinio,Votos en blanco,,1113,3.26
GUAVIARE,95,Escrutinio,Votos nulos,,725,2.07
GUAVIARE,95,Escrutinio,No marcados,,152,0.43
GUAVIARE,95,Escrutinio,Abstención,,34353,49.56
HUILA,41,Candidato,ABELARDO DE LA ESPRIELLA,DEFENSORES DE LA PATRIA,297613,54.24
HUILA,41,Candidato,IVÁN CEPEDA CASTRO,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,176721,32.2
HUILA,41,Candidato,PALOMA VALENCIA LASERNA,PARTIDO CENTRO DEMOCRÁTICO,35802,6.52
HUILA,41,Candidato,SERGIO FAJARDO VALDERRAMA,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,14601,2.66
HUILA,41,Candidato,RAÚL SANTIAGO BOTERO JARAMILLO,ROMPER EL SISTEMA,6779,1.23
HUILA,41,Candidato,CLAUDIA LÓPEZ,CON CLAUDIA IMPARABLES,3357,0.61
HUILA,41,Candidato,ÓSCAR MAURICIO LIZCANO ARANGO,COALICIÓN F.A.M.I.L.I.A,1158,0.21
HUILA,41,Candidato,MIGUEL URIBE LONDOÑO,PARTIDO DEMÓCRATA COLOMBIANO,837,0.15
HUILA,41,Candidato,SONDRA MACOLLINS GARVIN PINTO,"SONDRA MACOLLINS, LA ABOGADA DE HIERRO",636,0.11
HUILA,41,Candidato,ROY LEONARDO BARRERAS MONTEALEGRE,PARTIDO POLÍTICO LA FUERZA,460,0.08
HUILA,41,Candidato,LUIS GILBERTO MURILLO URRUTIA,LA OPORTUNIDAD ES COLOMBIA,289,0.05
HUILA,41,Candidato,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,277,0.05
HUILA,41,Candidato,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,142,0.02
HUILA,41,Escrutinio,Votos en blanco,,10003,1.82
HUILA,41,Escrutinio,Votos nulos,,5939,1.06
HUILA,41,Escrutinio,No marcados,,1242,0.22
HUILA,41,Escrutinio,Abstención,,381883,40.72
LA GUAJIRA,44,Candidato,IVÁN CEPEDA CASTRO,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,140544,55.29
LA GUAJIRA,44,Candidato,ABELARDO DE LA ESPRIELLA,DEFENSORES DE LA PATRIA,96625,38.01
LA GUAJIRA,44,Candidato,PALOMA VALENCIA LASERNA,PARTIDO CENTRO DEMOCRÁTICO,6212,2.44
LA GUAJIRA,44,Candidato,SERGIO FAJARDO VALDERRAMA,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,2946,1.15
LA GUAJIRA,44,Candidato,RAÚL SANTIAGO BOTERO JARAMILLO,ROMPER EL SISTEMA,1547,0.6
LA GUAJIRA,44,Candidato,CLAUDIA LÓPEZ,CON CLAUDIA IMPARABLES,674,0.26
LA GUAJIRA,44,Candidato,ÓSCAR MAURICIO LIZCANO ARANGO,COALICIÓN F.A.M.I.L.I.A,661,0.26
LA GUAJIRA,44,Candidato,MIGUEL URIBE LONDOÑO,PARTIDO DEMÓCRATA COLOMBIANO,300,0.11
LA GUAJIRA,44,Candidato,SONDRA MACOLLINS GARVIN PINTO,"SONDRA MACOLLINS, LA ABOGADA DE HIERRO",228,0.08
LA GUAJIRA,44,Candidato,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,223,0.08
LA GUAJIRA,44,Candidato,ROY LEONARDO BARRERAS MONTEALEGRE,PARTIDO POLÍTICO LA FUERZA,190,0.07
LA GUAJIRA,44,Candidato,LUIS GILBERTO MURILLO URRUTIA,LA OPORTUNIDAD ES COLOMBIA,117,0.04
LA GUAJIRA,44,Candidato,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,109,0.04
LA GUAJIRA,44,Escrutinio,Votos en blanco,,3816,1.5
LA GUAJIRA,44,Escrutinio,Votos nulos,,2534,0.98
LA GUAJIRA,44,Escrutinio,No marcados,,738,0.28
LA GUAJIRA,44,Escrutinio,Abstención,,451382,63.67
MAGDALENA,47,Candidato,IVÁN CEPEDA CASTRO,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,263014,52.26
MAGDALENA,47,Candidato,ABELARDO DE LA ESPRIELLA,DEFENSORES DE LA PATRIA,197533,39.25
MAGDALENA,47,Candidato,PALOMA VALENCIA LASERNA,PARTIDO CENTRO DEMOCRÁTICO,18398,3.65
MAGDALENA,47,Candidato,SERGIO FAJARDO VALDERRAMA,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,7934,1.57
MAGDALENA,47,Candidato,RAÚL SANTIAGO BOTERO JARAMILLO,ROMPER EL SISTEMA,2679,0.53
MAGDALENA,47,Candidato,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,2510,0.49
MAGDALENA,47,Candidato,CLAUDIA LÓPEZ,CON CLAUDIA IMPARABLES,1229,0.24
MAGDALENA,47,Candidato,ÓSCAR MAURICIO LIZCANO ARANGO,COALICIÓN F.A.M.I.L.I.A,917,0.18
MAGDALENA,47,Candidato,SONDRA MACOLLINS GARVIN PINTO,"SONDRA MACOLLINS, LA ABOGADA DE HIERRO",428,0.08
MAGDALENA,47,Candidato,MIGUEL URIBE LONDOÑO,PARTIDO DEMÓCRATA COLOMBIANO,420,0.08
MAGDALENA,47,Candidato,ROY LEONARDO BARRERAS MONTEALEGRE,PARTIDO POLÍTICO LA FUERZA,238,0.04
MAGDALENA,47,Candidato,LUIS GILBERTO MURILLO URRUTIA,LA OPORTUNIDAD ES COLOMBIA,213,0.04
MAGDALENA,47,Candidato,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,121,0.02
MAGDALENA,47,Escrutinio,Votos en blanco,,7556,1.5
MAGDALENA,47,Escrutinio,Votos nulos,,3712,0.73
MAGDALENA,47,Escrutinio,No marcados,,1091,0.21
MAGDALENA,47,Escrutinio,Abstención,,581425,53.37
META,50,Candidato,ABELARDO DE LA ESPRIELLA,DEFENSORES DE LA PATRIA,280090,52.15
META,50,Candidato,IVÁN CEPEDA CASTRO,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,174242,32.44
META,50,Candidato,PALOMA VALENCIA LASERNA,PARTIDO CENTRO DEMOCRÁTICO,36706,6.83
META,50,Candidato,SERGIO FAJARDO VALDERRAMA,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,17768,3.3
META,50,Candidato,RAÚL SANTIAGO BOTERO JARAMILLO,ROMPER EL SISTEMA,12364,2.3
META,50,Candidato,CLAUDIA LÓPEZ,CON CLAUDIA IMPARABLES,3236,0.6
META,50,Candidato,ÓSCAR MAURICIO LIZCANO ARANGO,COALICIÓN F.A.M.I.L.I.A,841,0.15
META,50,Candidato,MIGUEL URIBE LONDOÑO,PARTIDO DEMÓCRATA COLOMBIANO,661,0.12
META,50,Candidato,SONDRA MACOLLINS GARVIN PINTO,"SONDRA MACOLLINS, LA ABOGADA DE HIERRO",484,0.09
META,50,Candidato,LUIS GILBERTO MURILLO URRUTIA,LA OPORTUNIDAD ES COLOMBIA,356,0.06
META,50,Candidato,ROY LEONARDO BARRERAS MONTEALEGRE,PARTIDO POLÍTICO LA FUERZA,312,0.05
META,50,Candidato,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,249,0.04
META,50,Candidato,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,135,0.02
META,50,Escrutinio,Votos en blanco,,9549,1.77
META,50,Escrutinio,Votos nulos,,9000,1.64
META,50,Escrutinio,No marcados,,962,0.17
META,50,Escrutinio,Abstención,,307078,35.95
NARIÑO,52,Candidato,IVÁN CEPEDA CASTRO,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,472845,68.54
NARIÑO,52,Candidato,ABELARDO DE LA ESPRIELLA,DEFENSORES DE LA PATRIA,148120,21.47
NARIÑO,52,Candidato,PALOMA VALENCIA LASERNA,PARTIDO CENTRO DEMOCRÁTICO,31353,4.54
NARIÑO,52,Candidato,SERGIO FAJARDO VALDERRAMA,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,13039,1.89
NARIÑO,52,Candidato,CLAUDIA LÓPEZ,CON CLAUDIA IMPARABLES,3918,0.56
NARIÑO,52,Candidato,RAÚL SANTIAGO BOTERO JARAMILLO,ROMPER EL SISTEMA,3526,0.51
NARIÑO,52,Candidato,ÓSCAR MAURICIO LIZCANO ARANGO,COALICIÓN F.A.M.I.L.I.A,1403,0.2
NARIÑO,52,Candidato,MIGUEL URIBE LONDOÑO,PARTIDO DEMÓCRATA COLOMBIANO,863,0.12
NARIÑO,52,Candidato,SONDRA MACOLLINS GARVIN PINTO,"SONDRA MACOLLINS, LA ABOGADA DE HIERRO",626,0.09
NARIÑO,52,Candidato,ROY LEONARDO BARRERAS MONTEALEGRE,PARTIDO POLÍTICO LA FUERZA,375,0.05
NARIÑO,52,Candidato,LUIS GILBERTO MURILLO URRUTIA,LA OPORTUNIDAD ES COLOMBIA,327,0.04
NARIÑO,52,Candidato,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,303,0.04
NARIÑO,52,Candidato,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,209,0.03
NARIÑO,52,Escrutinio,Votos en blanco,,12887,1.86
NARIÑO,52,Escrutinio,Votos nulos,,8986,1.28
NARIÑO,52,Escrutinio,No marcados,,2308,0.32
NARIÑO,52,Escrutinio,Abstención,,524477,42.79
NORTE DE SAN,54,Candidato,ABELARDO DE LA ESPRIELLA,DEFENSORES DE LA PATRIA,519161,70.61
NORTE DE SAN,54,Candidato,IVÁN CEPEDA CASTRO,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,128091,17.42
NORTE DE SAN,54,Candidato,PALOMA VALENCIA LASERNA,PARTIDO CENTRO DEMOCRÁTICO,33319,4.53
NORTE DE SAN,54,Candidato,SERGIO FAJARDO VALDERRAMA,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,28757,3.91
NORTE DE SAN,54,Candidato,RAÚL SANTIAGO BOTERO JARAMILLO,ROMPER EL SISTEMA,11417,1.55
NORTE DE SAN,54,Candidato,CLAUDIA LÓPEZ,CON CLAUDIA IMPARABLES,2398,0.32
NORTE DE SAN,54,Candidato,ÓSCAR MAURICIO LIZCANO ARANGO,COALICIÓN F.A.M.I.L.I.A,953,0.12
NORTE DE SAN,54,Candidato,MIGUEL URIBE LONDOÑO,PARTIDO DEMÓCRATA COLOMBIANO,758,0.1
NORTE DE SAN,54,Candidato,SONDRA MACOLLINS GARVIN PINTO,"SONDRA MACOLLINS, LA ABOGADA DE HIERRO",520,0.07
NORTE DE SAN,54,Candidato,ROY LEONARDO BARRERAS MONTEALEGRE,PARTIDO POLÍTICO LA FUERZA,401,0.05
NORTE DE SAN,54,Candidato,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,335,0.04
NORTE DE SAN,54,Candidato,LUIS GILBERTO MURILLO URRUTIA,LA OPORTUNIDAD ES COLOMBIA,247,0.03
NORTE DE SAN,54,Candidato,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,146,0.01
NORTE DE SAN,54,Escrutinio,Votos en blanco,,8697,1.18
NORTE DE SAN,54,Escrutinio,Votos nulos,,5426,0.73
NORTE DE SAN,54,Escrutinio,No marcados,,1090,0.14
NORTE DE SAN,54,Escrutinio,Abstención,,627334,45.82
PUTUMAYO,86,Candidato,IVÁN CEPEDA CASTRO,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,94416,71.36
PUTUMAYO,86,Candidato,ABELARDO DE LA ESPRIELLA,DEFENSORES DE LA PATRIA,25087,18.96
PUTUMAYO,86,Candidato,PALOMA VALENCIA LASERNA,PARTIDO CENTRO DEMOCRÁTICO,4414,3.33
PUTUMAYO,86,Candidato,SERGIO FAJARDO VALDERRAMA,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,2131,1.61
PUTUMAYO,86,Candidato,RAÚL SANTIAGO BOTERO JARAMILLO,ROMPER EL SISTEMA,1697,1.28
PUTUMAYO,86,Candidato,CLAUDIA LÓPEZ,CON CLAUDIA IMPARABLES,582,0.43
PUTUMAYO,86,Candidato,SONDRA MACOLLINS GARVIN PINTO,"SONDRA MACOLLINS, LA ABOGADA DE HIERRO",386,0.29
PUTUMAYO,86,Candidato,ÓSCAR MAURICIO LIZCANO ARANGO,COALICIÓN F.A.M.I.L.I.A,222,0.16
PUTUMAYO,86,Candidato,MIGUEL URIBE LONDOÑO,PARTIDO DEMÓCRATA COLOMBIANO,170,0.12
PUTUMAYO,86,Candidato,ROY LEONARDO BARRERAS MONTEALEGRE,PARTIDO POLÍTICO LA FUERZA,86,0.06
PUTUMAYO,86,Candidato,LUIS GILBERTO MURILLO URRUTIA,LA OPORTUNIDAD ES COLOMBIA,66,0.04
PUTUMAYO,86,Candidato,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,57,0.04
PUTUMAYO,86,Candidato,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,50,0.03
PUTUMAYO,86,Escrutinio,Votos en blanco,,2937,2.21
PUTUMAYO,86,Escrutinio,Votos nulos,,1702,1.26
PUTUMAYO,86,Escrutinio,No marcados,,491,0.36
PUTUMAYO,86,Escrutinio,Abstención,,128956,48.94
QUINDIO,63,Candidato,ABELARDO DE LA ESPRIELLA,DEFENSORES DE LA PATRIA,142586,48.57
QUINDIO,63,Candidato,IVÁN CEPEDA CASTRO,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,94337,32.13
QUINDIO,63,Candidato,PALOMA VALENCIA LASERNA,PARTIDO CENTRO DEMOCRÁTICO,27539,9.38
QUINDIO,63,Candidato,SERGIO FAJARDO VALDERRAMA,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,15663,5.33
QUINDIO,63,Candidato,RAÚL SANTIAGO BOTERO JARAMILLO,ROMPER EL SISTEMA,3642,1.24
QUINDIO,63,Candidato,CLAUDIA LÓPEZ,CON CLAUDIA IMPARABLES,2369,0.8
QUINDIO,63,Candidato,ÓSCAR MAURICIO LIZCANO ARANGO,COALICIÓN F.A.M.I.L.I.A,535,0.18
QUINDIO,63,Candidato,MIGUEL URIBE LONDOÑO,PARTIDO DEMÓCRATA COLOMBIANO,440,0.14
QUINDIO,63,Candidato,SONDRA MACOLLINS GARVIN PINTO,"SONDRA MACOLLINS, LA ABOGADA DE HIERRO",261,0.08
QUINDIO,63,Candidato,ROY LEONARDO BARRERAS MONTEALEGRE,PARTIDO POLÍTICO LA FUERZA,219,0.07
QUINDIO,63,Candidato,LUIS GILBERTO MURILLO URRUTIA,LA OPORTUNIDAD ES COLOMBIA,188,0.06
QUINDIO,63,Candidato,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,107,0.03
QUINDIO,63,Candidato,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,67,0.02
QUINDIO,63,Escrutinio,Votos en blanco,,5601,1.9
QUINDIO,63,Escrutinio,Votos nulos,,4728,1.58
QUINDIO,63,Escrutinio,No marcados,,666,0.22
QUINDIO,63,Escrutinio,Abstención,,205986,40.79
RISARALDA,66,Candidato,ABELARDO DE LA ESPRIELLA,DEFENSORES DE LA PATRIA,226277,44.72
RISARALDA,66,Candidato,IVÁN CEPEDA CASTRO,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,182268,36.02
RISARALDA,66,Candidato,PALOMA VALENCIA LASERNA,PARTIDO CENTRO DEMOCRÁTICO,44561,8.8
RISARALDA,66,Candidato,SERGIO FAJARDO VALDERRAMA,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,26474,5.23
RISARALDA,66,Candidato,RAÚL SANTIAGO BOTERO JARAMILLO,ROMPER EL SISTEMA,6944,1.37
RISARALDA,66,Candidato,CLAUDIA LÓPEZ,CON CLAUDIA IMPARABLES,5041,0.99
RISARALDA,66,Candidato,ÓSCAR MAURICIO LIZCANO ARANGO,COALICIÓN F.A.M.I.L.I.A,1389,0.27
RISARALDA,66,Candidato,MIGUEL URIBE LONDOÑO,PARTIDO DEMÓCRATA COLOMBIANO,832,0.16
RISARALDA,66,Candidato,SONDRA MACOLLINS GARVIN PINTO,"SONDRA MACOLLINS, LA ABOGADA DE HIERRO",540,0.1
RISARALDA,66,Candidato,LUIS GILBERTO MURILLO URRUTIA,LA OPORTUNIDAD ES COLOMBIA,405,0.08
RISARALDA,66,Candidato,ROY LEONARDO BARRERAS MONTEALEGRE,PARTIDO POLÍTICO LA FUERZA,355,0.07
RISARALDA,66,Candidato,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,268,0.05
RISARALDA,66,Candidato,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,130,0.02
RISARALDA,66,Escrutinio,Votos en blanco,,10457,2.06
RISARALDA,66,Escrutinio,Votos nulos,,8216,1.59
RISARALDA,66,Escrutinio,No marcados,,1522,0.29
RISARALDA,66,Escrutinio,Abstención,,363150,41.32
SAN ANDRES,88,Candidato,IVÁN CEPEDA CASTRO,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,7936,44.08
SAN ANDRES,88,Candidato,ABELARDO DE LA ESPRIELLA,DEFENSORES DE LA PATRIA,7793,43.29
SAN ANDRES,88,Candidato,PALOMA VALENCIA LASERNA,PARTIDO CENTRO DEMOCRÁTICO,826,4.58
SAN ANDRES,88,Candidato,SERGIO FAJARDO VALDERRAMA,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,535,2.97
SAN ANDRES,88,Candidato,CLAUDIA LÓPEZ,CON CLAUDIA IMPARABLES,70,0.38
SAN ANDRES,88,Candidato,RAÚL SANTIAGO BOTERO JARAMILLO,ROMPER EL SISTEMA,52,0.28
SAN ANDRES,88,Candidato,ÓSCAR MAURICIO LIZCANO ARANGO,COALICIÓN F.A.M.I.L.I.A,31,0.17
SAN ANDRES,88,Candidato,ROY LEONARDO BARRERAS MONTEALEGRE,PARTIDO POLÍTICO LA FUERZA,23,0.12
SAN ANDRES,88,Candidato,MIGUEL URIBE LONDOÑO,PARTIDO DEMÓCRATA COLOMBIANO,22,0.12
SAN ANDRES,88,Candidato,LUIS GILBERTO MURILLO URRUTIA,LA OPORTUNIDAD ES COLOMBIA,18,0.1
SAN ANDRES,88,Candidato,SONDRA MACOLLINS GARVIN PINTO,"SONDRA MACOLLINS, LA ABOGADA DE HIERRO",12,0.06
SAN ANDRES,88,Candidato,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,11,0.06
SAN ANDRES,88,Candidato,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,2,0.01
SAN ANDRES,88,Escrutinio,Votos en blanco,,669,3.71
SAN ANDRES,88,Escrutinio,Votos nulos,,86,0.47
SAN ANDRES,88,Escrutinio,No marcados,,31,0.17
SAN ANDRES,88,Escrutinio,Abstención,,35673,66.31
SANTANDER,68,Candidato,ABELARDO DE LA ESPRIELLA,DEFENSORES DE LA PATRIA,684563,57.09
SANTANDER,68,Candidato,IVÁN CEPEDA CASTRO,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,343998,28.68
SANTANDER,68,Candidato,PALOMA VALENCIA LASERNA,PARTIDO CENTRO DEMOCRÁTICO,76706,6.39
SANTANDER,68,Candidato,SERGIO FAJARDO VALDERRAMA,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,47252,3.94
SANTANDER,68,Candidato,RAÚL SANTIAGO BOTERO JARAMILLO,ROMPER EL SISTEMA,16760,1.39
SANTANDER,68,Candidato,CLAUDIA LÓPEZ,CON CLAUDIA IMPARABLES,6462,0.53
SANTANDER,68,Candidato,ÓSCAR MAURICIO LIZCANO ARANGO,COALICIÓN F.A.M.I.L.I.A,1510,0.12
SANTANDER,68,Candidato,MIGUEL URIBE LONDOÑO,PARTIDO DEMÓCRATA COLOMBIANO,1305,0.1
SANTANDER,68,Candidato,SONDRA MACOLLINS GARVIN PINTO,"SONDRA MACOLLINS, LA ABOGADA DE HIERRO",808,0.06
SANTANDER,68,Candidato,LUIS GILBERTO MURILLO URRUTIA,LA OPORTUNIDAD ES COLOMBIA,510,0.04
SANTANDER,68,Candidato,ROY LEONARDO BARRERAS MONTEALEGRE,PARTIDO POLÍTICO LA FUERZA,503,0.04
SANTANDER,68,Candidato,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,453,0.03
SANTANDER,68,Candidato,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,213,0.01
SANTANDER,68,Escrutinio,Votos en blanco,,17988,1.5
SANTANDER,68,Escrutinio,Votos nulos,,10100,0.83
SANTANDER,68,Escrutinio,No marcados,,1549,0.12
SANTANDER,68,Escrutinio,Abstención,,651252,34.97
SUCRE,70,Candidato,IVÁN CEPEDA CASTRO,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,226644,56.59
SUCRE,70,Candidato,ABELARDO DE LA ESPRIELLA,DEFENSORES DE LA PATRIA,145696,36.38
SUCRE,70,Candidato,PALOMA VALENCIA LASERNA,PARTIDO CENTRO DEMOCRÁTICO,14294,3.56
SUCRE,70,Candidato,SERGIO FAJARDO VALDERRAMA,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,4355,1.08
SUCRE,70,Candidato,RAÚL SANTIAGO BOTERO JARAMILLO,ROMPER EL SISTEMA,1642,0.41
SUCRE,70,Candidato,CLAUDIA LÓPEZ,CON CLAUDIA IMPARABLES,856,0.21
SUCRE,70,Candidato,ÓSCAR MAURICIO LIZCANO ARANGO,COALICIÓN F.A.M.I.L.I.A,569,0.14
SUCRE,70,Candidato,SONDRA MACOLLINS GARVIN PINTO,"SONDRA MACOLLINS, LA ABOGADA DE HIERRO",388,0.09
SUCRE,70,Candidato,MIGUEL URIBE LONDOÑO,PARTIDO DEMÓCRATA COLOMBIANO,366,0.09
SUCRE,70,Candidato,ROY LEONARDO BARRERAS MONTEALEGRE,PARTIDO POLÍTICO LA FUERZA,261,0.06
SUCRE,70,Candidato,CARLOS EDUARDO CAICEDO OMAR,CAICEDO,152,0.03
SUCRE,70,Candidato,LUIS GILBERTO MURILLO URRUTIA,LA OPORTUNIDAD ES COLOMBIA,150,0.03
SUCRE,70,Candidato,GUSTAVO MATAMOROS CAMACHO,PARTIDO ECOLOGISTA COLOMBIANO,72,0.01
SUCRE,70,Escrutinio,Votos en blanco,,5033,1.25
SUCRE,70,Escrutinio,Votos nulos,,2682,0.66
SUCRE,70,Escrutinio,No marcados,,1145,0.28
SUCRE,70,Escrutinio,Abstención,,356928,46.88
TOLIMA,73,Candidato,ABELARDO DE LA ESPRIELLA,DEFENSORES DE LA PATRIA,315181,46.88
TOLIMA,73,Candidato,IVÁN CEPEDA CASTRO,MOVIMIENTO POLÍTICO PACTO HISTÓRICO,235730,35.06
TOLIMA,73,Candidato,PALOMA VALENCIA LASERNA,PARTIDO CENTRO DEMOCRÁTICO,70911,10.54
TOLIMA,73,Candidato,SERGIO FAJARDO VALDERRAMA,PARTIDO POLÍTICO DIGNIDAD & COMPROMISO,20298,3.01
TOLIMA,73,Candidato,RAÚL SANTIAGO BOTERO JARAMILLO,ROMPER EL SISTEMA,8269,1.23
TOLIMA,73,Candidato,CLAUDIA LÓPEZ,CON CLAUDIA IMPARABLES,4880,0.72
TOLIMA,73,Candidato,ÓSCAR MAURICIO LIZCANO ARANGO,COALICIÓN F.A.M.I.L.I.A,1475,0.21
TOLIMA,73,Candidato,MIGUEL URIBE LONDOÑO,PARTIDO DEMÓCRATA COLOMBIANO,1310,0.19
TOLIMA,73,Candidato,SONDRA MACOLLINS GARVIN PINTO,"SONDRA MACOLLINS, LA ABOGADA DE HIERRO",760,0.11
